strip,number,expected,category,color temp,lux,R,G,B,C,R_clear,G_clear,B_clear,R_gamma,G_gamma,B_gamma,H_360,H,S,V
2,2_32,2,pH,2702,3556,9487,6447,4835,20496,118.032,80.21,60.154,37.535,14.289,6.96,20.69,0.0575,0.4915,118
2,2_32,2,protein,4673,5156,8966,8214,6691,23613,96.825,88.704,72.257,22.877,18.378,11.006,40,0.1111,0.25,96
2,2_32,2,glucose,5656,3194,4750,4926,4152,13680,88.542,91.822,77.395,18.294,20.036,13.068,72.86,0.2024,0.1538,91
2,2_32,2,ketone,4640,4030,9630,7716,6861,23793,103.209,82.696,73.532,26.837,15.422,11.498,18,0.05,0.2913,103
3,3_32,3,pH,3540,3633,6390,5397,3840,15567,104.673,88.407,62.902,27.799,18.225,7.782,37.14,0.1032,0.4038,104
3,3_32,3,protein,4659,4990,8284,7747,6214,21978,96.115,89.885,72.098,22.461,18.996,10.946,42.5,0.1181,0.25,96
3,3_32,3,glucose,4520,3266,4666,4654,3503,12605,94.393,94.151,70.866,21.468,21.33,10.484,60,0.1667,0.2553,94
3,3_32,3,ketone,4370,3348,8847,6753,6064,21105,106.893,81.593,73.268,29.297,14.913,11.395,14.55,0.0404,0.3113,106
4,4_32,2,blood,4466,4819,7686,7243,5625,20570,95.281,89.789,69.731,21.976,18.945,10.07,46.15,0.1282,0.2737,95
4,4_32,4,pH,5478,4596,8168,7694,6689,22343,93.221,87.811,76.341,20.808,17.919,12.628,38.82,0.1078,0.1828,93
4,4_32,4,protein,5253,3996,5547,5853,4701,16025,88.267,93.137,74.805,18.153,20.761,12.002,75.79,0.2105,0.2043,93
4,4_32,4,glucose,5233,4327,8304,7473,6520,21969,96.387,86.741,75.679,22.619,17.378,12.356,31.43,0.0873,0.2188,96
4,4_32,4,ketone,3533,904,5887,3500,3701,12716,118.055,70.187,74.218,37.553,10.235,11.768,355,0.9861,0.4068,118
5,5_32,3,blood,5164,4230,5734,6099,4829,16459,88.837,94.492,74.816,18.447,21.524,12.007,78,0.2167,0.2128,94
5,5_32,5,pH,6127,4248,7694,7362,6658,21390,91.724,87.766,79.373,19.982,17.896,13.919,40,0.1111,0.1319,91
5,5_32,5,protein,5695,3857,4991,5589,4569,14967,85.034,95.222,77.844,16.536,21.943,13.259,93.33,0.2593,0.1895,95
5,5_32,5,glucose,5114,3928,7878,6918,6057,20420,98.379,86.39,75.638,23.806,17.203,12.339,28.7,0.0797,0.2347,98
5,5_32,5,ketone,6433,1025,3943,2827,2946,9288,108.254,77.615,80.882,30.238,13.161,14.59,354.19,0.9839,0.287,108
6,6_32,4,blood,5896,3285,5607,5476,4833,15894,89.958,87.856,77.54,19.034,17.942,13.13,50,0.1389,0.1348,89
6,6_32,6,protein,6593,3184,4720,5086,4523,14267,84.363,90.904,80.841,16.211,19.539,14.572,96,0.2667,0.1111,90
6,6_32,6,glucose,5371,3745,7800,6810,6108,20370,97.644,85.25,76.462,23.364,16.641,12.678,25.71,0.0714,0.2165,97
1,1_33,1,blood,3670,4670,9349,7582,5823,22688,105.077,85.217,65.447,28.068,16.625,8.593,30,0.0833,0.381,105
1,1_33,1,pH,4567,4155,9002,7467,6432,22614,101.508,84.199,72.529,25.745,16.133,11.11,24.83,0.069,0.2871,101
1,1_33,1,protein,3599,4698,7775,6769,4729,19222,103.144,89.798,62.735,26.794,18.95,7.731,39.51,0.1098,0.3981,103
1,1_33,1,glucose,6508,4311,7768,7546,6937,21942,90.276,87.696,80.619,19.203,17.86,14.472,42,0.1167,0.1111,90
1,1_33,1,ketone,5086,3965,8238,7117,6276,21570,97.389,84.137,74.195,23.212,16.103,11.759,26.09,0.0725,0.2371,97
2,2_33,2,pH,3436,3837,9302,6931,5578,21537,110.137,82.064,66.044,31.569,15.129,8.791,21.82,0.0606,0.4,110
2,2_33,2,protein,3379,4284,6303,5654,3543,15586,103.122,92.504,57.966,26.781,20.41,6.344,45.65,0.1268,0.4466,103
2,2_33,2,glucose,5584,3325,5319,5298,4522,14928,90.859,90.5,77.245,19.515,19.323,13.005,60,0.1667,0.1444,90
2,2_33,2,ketone,4959,4048,9035,7537,6715,22951,100.385,83.741,74.608,25.038,15.914,11.923,20.77,0.0577,0.26,100
3,3_33,3,pH,4139,4105,7403,6468,5055,18765,100.6,87.894,68.693,25.173,17.962,9.699,35.62,0.099,0.32,100
3,3_33,3,protein,5027,4827,8498,7881,6630,22755,95.231,88.317,74.298,21.948,18.178,11.8,40,0.1111,0.2211,95
3,3_33,3,glucose,4698,3462,5254,5141,4025,14218,94.231,92.204,72.188,21.376,20.245,10.98,54.55,0.1515,0.234,94
3,3_33,3,ketone,4924,3920,9221,7523,6777,23086,101.852,83.096,74.856,25.963,15.61,12.023,20,0.0556,0.2673,101
4,4_33,2,blood,5222,4884,8790,8141,6984,23778,94.266,87.306,74.898,21.396,17.662,12.04,39,0.1083,0.2128,94
4,4_33,4,pH,5559,3117,4601,4770,3986,13405,87.524,90.739,75.825,17.773,19.45,12.416,72,0.2,0.1667,90
4,4_33,4,protein,5530,4614,7735,7510,6460,21494,91.766,89.097,76.64,20.005,18.582,12.752,52,0.1444,0.1648,91
4,4_33,4,glucose,3796,2366,4814,3915,3074,11770,104.297,84.819,66.599,27.549,16.432,8.977,28.42,0.0789,0.3654,104
4,4_33,4,ketone,5187,2513,7470,5648,5432,18145,104.979,79.374,76.338,28.003,13.92,12.627,6.43,0.0179,0.2692,104
5,5_33,3,blood,5511,4710,7944,7684,6611,22004,92.061,89.048,76.614,20.167,18.557,12.741,48.75,0.1354,0.1739,92
5,5_33,5,pH,10532,1950,3204,3588,3651,10299,79.33,88.838,90.398,13.901,18.447,19.268,190.91,0.5303,0.1222,90
5,5_33,5,protein,5757,4496,7192,7215,6226,20356,90.094,90.382,77.993,19.107,19.26,13.322,60,0.1667,0.1444,90
5,5_33,5,glucose,3369,1756,4299,3178,2546,9869,111.08,82.115,65.785,32.25,15.153,8.705,22.17,0.0616,0.4144,111
5,5_33,5,ketone,5971,2225,5678,4651,4471,14355,100.863,82.62,79.422,25.338,15.387,13.941,8.57,0.0238,0.21,100
6,6_33,4,blood,6512,1951,2527,2927,2525,8189,78.689,91.145,78.627,13.622,19.668,13.595,120,0.3333,0.1429,91
6,6_33,6,protein,5618,4130,7757,7161,6358,21044,93.995,86.773,77.043,21.242,17.394,12.92,33.75,0.0938,0.172,93
6,6_33,6,glucose,4274,1867,4940,3753,3350,11832,106.466,80.884,72.198,29.004,14.591,10.984,14.12,0.0392,0.3208,106
1,1_34,1,blood,4552,4973,9643,8366,6969,24716,99.489,86.314,71.901,24.484,17.165,10.871,32.14,0.0893,0.2828,99
1,1_34,1,pH,1857,1761,8234,4546,3744,16097,130.439,72.015,59.31,48.19,10.914,6.718,10.99,0.0305,0.5462,130
1,1_34,1,protein,4284,5174,8924,8023,6273,22912,99.32,89.292,69.816,24.38,18.684,10.1,40,0.1111,0.303,99
1,1_34,1,glucose,9916,2980,4264,5113,5062,14187,76.642,91.902,90.985,12.753,20.079,19.583,176,0.4889,0.1648,91
1,1_34,1,ketone,5350,4527,8976,8000,7085,23831,96.046,85.603,75.812,22.42,16.814,12.41,28.57,0.0794,0.2188,96
2,2_34,2,pH,2823,3585,9323,6459,4894,20369,116.715,80.86,61.268,36.497,14.581,7.287,20.73,0.0576,0.4741,116
2,2_34,2,protein,4703,5020,8794,8042,6583,23166,96.8,88.522,72.462,22.863,18.284,11.085,40,0.1111,0.25,96
2,2_34,2,glucose,5604,3101,4585,4759,3991,13172,88.762,92.131,77.263,18.408,20.205,13.013,76,0.2111,0.163,92
2,2_34,2,ketone,4671,3986,9440,7600,6755,23412,102.819,82.778,73.574,26.584,15.461,11.515,18.62,0.0517,0.2843,102
3,3_34,3,pH,4862,4621,8556,7694,6482,22480,97.054,87.276,73.528,23.013,17.647,11.497,35,0.0972,0.2474,97
3,3_34,3,protein,3751,4381,6178,5855,3900,15900,99.081,93.901,62.547,24.234,21.189,7.673,50.27,0.1396,0.3737,99
3,3_34,3,glucose,5121,4124,6889,6578,5495,18652,94.183,89.931,75.125,21.348,19.02,12.131,44.21,0.1228,0.2021,94
3,3_34,3,ketone,3064,2063,7750,5003,4532,16859,117.222,75.673,68.549,36.895,12.353,9.648,8.57,0.0238,0.4188,117
4,4_34,2,blood,4058,4435,6517,6210,4441,17358,95.739,91.229,65.241,22.241,19.714,8.526,52,0.1444,0.3158,95
4,4_34,4,pH,5689,4302,7535,7209,6325,20895,91.956,87.978,77.19,20.109,18.004,12.982,42.86,0.119,0.1538,91
4,4_34,4,protein,5138,3605,4559,5028,3894,13578,85.62,94.428,73.131,16.822,21.488,11.342,85.71,0.2381,0.2234,94
4,4_34,4,glucose,4784,3488,6819,5965,5072,17659,98.468,86.136,73.241,23.86,17.077,11.385,31.2,0.0867,0.2551,98
4,4_34,4,ketone,2342,528,5485,2989,3291,11422,122.454,66.73,73.473,41.151,9.021,11.475,352.5,0.9792,0.459,122
5,5_34,3,blood,4894,3671,4098,4778,3469,12286,85.055,99.169,72,16.546,24.287,10.909,91.11,0.2531,0.2727,99
5,5_34,5,pH,6917,3555,6421,6309,5899,18305,89.449,87.888,82.177,18.766,17.958,15.181,42.86,0.119,0.0787,89
5,5_34,5,protein,5689,3574,4192,4963,3960,12990,82.291,97.426,77.737,15.234,23.234,13.213,105,0.2917,0.2062,97
5,5_34,5,glucose,4377,2733,5851,4830,4086,14451,103.246,85.229,72.101,26.861,16.631,10.947,25.16,0.0699,0.301,103
5,5_34,5,ketone,5819,3846,7979,7093,6502,21184,96.046,85.381,78.267,22.42,16.705,13.44,23.33,0.0648,0.1875,96
6,6_34,4,blood,5911,3827,6714,6473,5752,18885,90.658,87.403,77.668,19.407,17.712,13.184,46.15,0.1282,0.1444,90
6,6_34,6,protein,6555,3613,5578,5873,5254,16615,85.609,90.136,80.636,16.816,19.129,14.48,90,0.25,0.1111,90
6,6_34,6,glucose,5639,3994,8009,7182,6478,21437,95.27,85.432,77.058,21.97,16.73,12.927,26.67,0.0741,0.1895,95
1,1_35,1,blood,2840,4516,9115,6821,4495,20416,113.848,85.196,56.143,34.297,16.614,5.857,30.53,0.0848,0.5044,113
1,1_35,1,pH,3281,2981,9119,6275,5413,20411,113.926,78.395,67.626,34.356,13.495,9.327,14.35,0.0399,0.4071,113
1,1_35,1,protein,4733,4705,8988,7921,6666,23312,98.316,86.644,72.917,23.768,17.33,11.259,32.31,0.0897,0.2653,98
1,1_35,1,glucose,8725,3341,5213,5798,5625,16462,80.751,89.812,87.132,14.531,18.957,17.575,166.67,0.463,0.1011,89
1,1_35,1,ketone,5597,4857,9469,8586,7679,25472,94.794,85.954,76.874,21.697,16.987,12.85,30,0.0833,0.1915,94
2,2_35,2,pH,3151,3841,9546,6903,5404,21541,113.005,81.717,63.972,33.665,14.97,8.117,21.6,0.06,0.4425,113
2,2_35,2,protein,4773,4887,8836,7995,6644,23219,97.04,87.804,72.967,23.005,17.915,11.279,36,0.1,0.2577,97
2,2_35,2,glucose,5634,3306,5054,5162,4373,14405,89.467,91.379,77.412,18.776,19.795,13.075,68.57,0.1905,0.1538,91
2,2_35,2,ketone,4900,4203,9526,7879,7022,24062,100.953,83.499,74.417,25.394,15.799,11.847,20.77,0.0577,0.26,100
3,3_35,3,pH,4773,4533,8399,7517,6291,21934,97.645,87.391,73.138,23.365,17.705,11.345,35,0.0972,0.2474,97
3,3_35,3,protein,3741,4396,6136,5838,3861,15761,99.275,94.454,62.468,24.353,21.503,7.649,51.89,0.1441,0.3737,99
3,3_35,3,glucose,5092,4082,6784,6485,5398,18341,94.32,90.163,75.05,21.426,19.143,12.101,47.37,0.1316,0.2021,94
3,3_35,3,ketone,3062,2080,7739,5006,4520,16810,117.397,75.939,68.566,37.032,12.462,9.654,8.57,0.0238,0.4188,117
4,4_35,2,blood,4899,4910,8460,7875,6521,22763,94.772,88.219,73.051,21.684,18.128,11.311,42.86,0.119,0.2234,94
4,4_35,4,pH,5463,2641,3544,3848,3117,10742,84.13,91.346,73.993,16.099,19.777,11.679,83.33,0.2315,0.1978,91
4,4_35,4,protein,5412,4306,6702,6717,5628,18936,90.252,90.454,75.789,19.19,19.298,12.401,60,0.1667,0.1667,90
4,4_35,4,glucose,3652,2257,4585,3693,2846,11131,105.038,84.603,65.199,28.042,16.327,8.512,28.5,0.0792,0.381,105
4,4_35,4,ketone,4738,1772,6709,4640,4609,15579,109.814,75.948,75.441,31.339,12.466,12.259,0,0,0.3119,109
5,5_35,3,blood,5152,4140,5601,5960,4711,16099,88.717,94.403,74.62,18.385,21.474,11.928,78,0.2167,0.2128,94
5,5_35,5,pH,6270,4118,7520,7202,6568,20988,91.366,87.503,79.8,19.788,17.762,14.107,40,0.1111,0.1319,91
5,5_35,5,protein,5708,3730,4734,5363,4368,14332,84.229,95.42,77.717,16.147,22.057,13.205,96.67,0.2685,0.1895,95
5,5_35,5,glucose,5056,3694,7513,6542,5727,19447,98.515,85.782,75.096,23.889,16.902,12.119,26.09,0.0725,0.2347,98
5,5_35,5,ketone,6769,930,3855,2718,2880,9068,108.406,76.433,80.988,30.344,12.666,14.638,352.5,0.9792,0.2963,108
6,6_35,4,blood,5966,3645,6275,6119,5431,17771,90.041,87.803,77.931,19.079,17.915,13.296,46.15,0.1282,0.1444,90
6,6_35,6,protein,6736,3429,5077,5501,4925,15425,83.931,90.94,81.418,16.005,19.558,14.833,106.67,0.2963,0.1,90
6,6_35,6,glucose,5555,3927,8001,7102,6401,21231,96.098,85.3,76.881,22.45,16.665,12.852,27,0.075,0.2083,96
1,1_36,1,blood,3329,4664,9273,7335,5332,21919,107.88,85.334,62.031,29.977,16.682,7.516,30.67,0.0852,0.4206,107
1,1_36,1,pH,4469,3968,9447,7521,6606,23269,103.528,82.421,72.394,27.045,15.294,11.058,19.35,0.0538,0.301,103
1,1_36,1,protein,3352,4763,7589,6560,4272,18531,104.43,90.27,58.786,27.638,19.2,6.571,41.74,0.1159,0.4423,104
1,1_36,1,glucose,7187,4118,7118,7206,6756,20870,86.971,88.046,82.548,17.494,18.039,15.354,80,0.2222,0.0682,88
1,1_36,1,ketone,5198,4202,8592,7509,6640,22708,96.484,84.322,74.564,22.677,16.192,11.906,27.27,0.0758,0.2292,96
2,2_36,2,pH,2169,2962,8954,5514,3872,18319,124.639,76.755,53.898,43.011,12.8,5.289,19.44,0.054,0.5726,124
2,2_36,2,protein,4266,4955,8148,7476,5737,21234,97.85,89.78,68.896,23.488,18.94,9.771,43.45,0.1207,0.299,97
2,2_36,2,glucose,5601,2908,4213,4419,3687,12266,87.585,91.867,76.65,17.804,20.061,12.756,76,0.2111,0.1648,91
2,2_36,2,ketone,4037,3320,8927,6667,5881,21178,107.488,80.276,70.812,29.706,14.319,10.464,16.22,0.045,0.3458,107
3,3_36,3,pH,3381,3453,6083,5062,3500,14648,105.896,88.122,60.93,28.618,18.078,7.186,37.33,0.1037,0.4286,105
3,3_36,3,protein,4492,4841,7799,7326,5724,20616,96.466,90.616,70.8,22.666,19.384,10.46,46.15,0.1282,0.2708,96
3,3_36,3,glucose,4462,3180,4484,4485,3337,12104,94.466,94.487,70.302,21.51,21.522,10.277,60,0.1667,0.2553,94
3,3_36,3,ketone,4044,2955,8408,6168,5533,19602,109.379,80.239,71.978,31.029,14.302,10.9,14.21,0.0395,0.3486,109
4,4_36,2,blood,4542,4764,7724,7255,5710,20721,95.054,89.283,70.269,21.846,18.679,10.265,45.6,0.1267,0.2632,95
4,4_36,4,pH,5397,2526,3188,3568,2829,9832,82.683,92.539,73.372,15.416,20.429,11.436,91.58,0.2544,0.2065,92
4,4_36,4,protein,5263,3956,5597,5850,4727,16166,88.286,92.277,74.563,18.162,20.285,11.905,73.33,0.2037,0.1957,92
4,4_36,4,glucose,5283,4215,8126,7314,6408,21630,95.799,86.226,75.545,22.276,17.121,12.301,33,0.0917,0.2105,95
4,4_36,4,ketone,3562,879,5778,3433,3639,12607,116.871,69.439,73.606,36.619,9.964,11.527,354.89,0.9858,0.4052,116
5,5_36,3,blood,5369,4597,7224,7191,6021,20155,91.398,90.98,76.177,19.805,19.58,12.56,56,0.1556,0.1648,91
5,5_36,5,pH,12431,1659,2581,3072,3213,8653,76.061,90.53,94.686,12.512,19.339,21.635,193.33,0.537,0.1915,94
5,5_36,5,protein,5723,4231,6214,6506,5492,17904,88.504,92.663,78.221,18.274,20.497,13.42,77.14,0.2143,0.1522,92
5,5_36,5,glucose,5455,4242,8201,7424,6575,21861,95.661,86.598,76.695,22.196,17.307,12.775,31.58,0.0877,0.2,95
5,5_36,5,ketone,6038,1693,4857,3812,3752,11935,103.773,81.446,80.164,27.205,14.846,14.269,2.61,0.0072,0.2233,103
6,6_36,4,blood,5897,4090,7323,6988,6232,20398,91.546,87.359,77.908,19.886,17.689,13.286,42.86,0.119,0.1538,91
6,6_36,6,protein,6368,3908,6365,6475,5800,18445,87.995,89.516,80.184,18.013,18.801,14.278,73.33,0.2037,0.1011,89
6,6_36,6,glucose,3245,1138,3895,2598,2320,8661,114.678,76.491,68.306,34.925,12.69,9.563,10.43,0.029,0.4035,114
1,1_37,1,blood,3217,4620,9193,7196,5127,21480,109.135,85.427,60.865,30.857,16.728,7.167,30.61,0.085,0.4495,109
1,1_37,1,pH,4316,3832,9395,7345,6436,22804,105.057,82.134,71.969,28.055,15.161,10.897,19.41,0.0539,0.3238,105
1,1_37,1,protein,3327,4795,7580,6557,4226,18430,104.878,90.724,58.472,27.935,19.442,6.483,41.74,0.1159,0.4423,104
1,1_37,1,glucose,7347,4029,6915,7058,6648,20399,86.442,88.229,83.104,17.229,18.133,15.613,84,0.2333,0.0568,88
1,1_37,1,ketone,5178,4159,8519,7433,6568,22478,96.643,84.323,74.51,22.77,16.192,11.884,27.27,0.0758,0.2292,96
2,2_37,2,pH,3339,3915,9553,7053,5622,22008,110.688,81.721,65.14,31.966,14.972,8.493,21.33,0.0593,0.4091,110
2,2_37,2,protein,3424,4519,6556,5945,3737,16387,102.019,92.511,58.152,26.07,20.414,6.395,46.36,0.1288,0.4314,102
2,2_37,2,glucose,5657,3415,5382,5418,4630,15273,89.859,90.46,77.303,18.982,19.301,13.03,64.62,0.1795,0.1444,90
2,2_37,2,ketone,5033,4264,9471,7941,7097,24183,99.868,83.735,74.835,24.717,15.911,12.014,21.6,0.06,0.2525,99
3,3_37,3,pH,3239,3368,5868,4837,3226,13925,107.457,88.577,59.076,29.684,18.312,6.652,36.25,0.1007,0.4486,107
3,3_37,3,protein,4197,4659,7125,6730,4986,18650,97.42,92.019,68.173,23.23,20.143,9.516,49.66,0.1379,0.299,97
3,3_37,3,glucose,5431,4646,8290,7779,6750,22497,93.966,88.174,76.51,21.226,18.105,12.698,42.35,0.1176,0.1828,93
3,3_37,3,ketone,3511,2440,8031,5494,4951,18042,113.508,77.65,69.976,34.041,13.176,10.158,10.91,0.0303,0.3894,113
4,4_37,2,blood,3952,4280,6202,5901,4126,16485,95.936,91.28,63.823,22.356,19.742,8.07,52.5,0.1458,0.3368,95
4,4_37,4,pH,5639,4127,7126,6851,5974,19788,91.83,88.286,76.985,20.04,18.162,12.896,48,0.1333,0.1648,91
4,4_37,4,protein,5061,3503,4362,4831,3696,13031,85.359,94.536,72.326,16.694,21.55,11.033,84.55,0.2348,0.234,94
4,4_37,4,glucose,4725,3399,6685,5816,4932,17287,98.61,85.792,72.752,23.947,16.906,11.196,30,0.0833,0.2653,98
4,4_37,4,ketone,2060,458,5351,2866,3180,11124,122.663,65.698,72.896,41.326,8.676,11.251,352.63,0.9795,0.4672,122
5,5_37,3,blood,5331,4453,6708,6809,5624,18940,90.314,91.673,75.719,19.223,19.955,12.372,63.75,0.1771,0.1758,91
5,5_37,5,pH,13568,1586,2478,2987,3175,8505,74.296,89.557,95.194,11.799,18.823,21.926,197.14,0.5476,0.2211,95
5,5_37,5,protein,5734,4056,5704,6114,5113,16713,87.029,93.285,78.012,17.523,20.843,13.33,84,0.2333,0.1613,93
5,5_37,5,glucose,5373,4157,8201,7332,6494,21714,96.309,86.104,76.263,22.574,17.061,12.596,30,0.0833,0.2083,96
5,5_37,5,ketone,6398,1301,4403,3288,3359,10690,105.029,78.432,80.126,28.036,13.511,14.252,355.56,0.9877,0.2571,105
6,6_37,4,blood,6035,3170,5205,5210,4595,15014,88.402,88.487,78.042,18.222,18.266,13.343,60,0.1667,0.1136,88
6,6_37,6,protein,6999,3105,4309,4882,4374,13562,81.02,91.794,82.242,14.653,20.02,15.212,126,0.35,0.1099,91
6,6_37,6,glucose,5398,3639,7678,6673,6012,20092,97.446,84.691,76.302,23.246,16.369,12.612,22.86,0.0635,0.2165,97
1,1_38,1,blood,2784,4441,8986,6673,4336,20017,114.474,85.008,55.237,34.77,16.523,5.624,30.51,0.0847,0.5175,114
1,1_38,1,pH,2871,2610,8779,5731,4898,19035,117.607,76.775,65.615,37.198,12.808,8.649,12.69,0.0353,0.4444,117
1,1_38,1,protein,4697,4876,9023,8049,6692,23507,97.88,87.314,72.594,23.506,17.667,11.135,36,0.1,0.2577,97
1,1_38,1,glucose,9128,3172,4885,5522,5407,15701,79.337,89.683,87.815,13.904,18.889,17.921,168,0.4667,0.1124,89
1,1_38,1,ketone,5554,4834,9484,8561,7650,25422,95.131,85.873,76.735,21.89,16.946,12.791,28.42,0.0789,0.2,95
2,2_38,2,pH,3133,3787,9479,6830,5349,21398,112.961,81.393,63.744,33.633,14.822,8.045,22.04,0.0612,0.4375,112
2,2_38,2,protein,4796,4863,8837,7987,6659,23236,96.98,87.652,73.078,22.969,17.838,11.322,36.52,0.1014,0.2396,96
2,2_38,2,glucose,5669,3305,5106,5195,4422,14576,89.327,90.884,77.361,18.702,19.528,13.054,64.62,0.1795,0.1444,90
2,2_38,2,ketone,4894,4181,9518,7856,7007,24024,101.028,83.387,74.375,25.441,15.746,11.831,20,0.0556,0.2673,101
3,3_38,3,pH,4456,4367,7997,7074,5741,20582,99.079,87.643,71.128,24.232,17.833,10.581,34.29,0.0952,0.2828,99
3,3_38,3,protein,3688,4357,6055,5745,3750,15536,99.384,94.296,61.551,24.419,21.412,7.371,52.11,0.1447,0.3838,99
3,3_38,3,glucose,4876,3758,5942,5755,4640,16040,94.464,91.492,73.766,21.509,19.856,11.59,51.43,0.1429,0.2234,94
3,3_38,3,ketone,5157,4181,9197,7781,6987,23552,99.577,84.246,75.649,24.538,16.155,12.344,22.5,0.0625,0.2424,99
4,4_38,2,blood,4417,4663,7400,6968,5373,19799,95.308,89.744,69.201,21.992,18.921,9.879,46.15,0.1282,0.2737,95
4,4_38,4,pH,5523,4510,8038,7576,6609,22005,93.147,87.793,76.587,20.766,17.91,12.73,38.82,0.1078,0.1828,93
4,4_38,4,protein,5236,3888,5385,5684,4556,15622,87.9,92.781,74.368,17.964,20.563,11.828,76.67,0.213,0.1957,92
4,4_38,4,glucose,5204,4133,7990,7158,6245,21162,96.279,86.253,75.252,22.556,17.135,12.182,31.43,0.0873,0.2188,96
4,4_38,4,ketone,3160,733,5663,3254,3503,12131,119.039,68.401,73.635,38.341,9.596,11.538,354.12,0.9837,0.4286,119
5,5_38,3,blood,4743,3584,3587,4413,3028,10897,83.939,103.268,70.858,16.009,26.876,10.481,96.36,0.2677,0.3204,103
5,5_38,5,pH,8105,2660,4513,4726,4555,13474,85.41,89.441,86.205,16.719,18.762,17.111,135,0.375,0.0449,89
5,5_38,5,protein,5797,4646,7889,7695,6746,21998,91.449,89.2,78.199,19.833,18.636,13.411,50.77,0.141,0.1429,91
5,5_38,5,glucose,3655,2029,4670,3596,2910,10894,109.312,84.173,68.115,30.982,16.12,9.496,23.41,0.065,0.3761,109
5,5_38,5,ketone,5904,3129,7014,6047,5653,18238,98.068,84.548,79.039,23.619,16.3,13.773,15.79,0.0439,0.1939,98
6,6_38,4,blood,6550,1887,2422,2824,2437,7926,77.922,90.855,78.405,13.292,19.513,13.499,124.62,0.3462,0.1444,90
6,6_38,6,protein,5748,4324,7995,7471,6657,21888,93.144,87.039,77.556,20.764,17.528,13.136,37.5,0.1042,0.172,93
6,6_38,6,glucose,4211,1781,4852,3639,3261,11611,106.559,79.919,71.618,29.068,14.16,10.764,13.71,0.0381,0.3302,106
1,1_39,1,blood,3689,4872,9594,7841,5996,23260,105.179,85.961,65.734,28.136,16.99,8.688,30,0.0833,0.381,105
1,1_39,1,pH,1637,1192,7836,3786,3060,14415,138.618,66.974,54.131,56.103,9.103,5.346,8.57,0.0238,0.6087,138
1,1_39,1,protein,3650,4926,8026,7065,4945,19947,102.603,90.318,63.216,26.445,19.225,7.88,41.54,0.1154,0.3824,102
1,1_39,1,glucose,6664,4450,7944,7791,7197,22669,89.361,87.64,80.958,18.72,17.832,14.625,46.67,0.1296,0.1011,89
1,1_39,1,ketone,5215,4172,8526,7458,6601,22521,96.538,84.445,74.742,22.708,16.251,11.977,27.27,0.0758,0.2292,96
2,2_39,2,pH,2075,2897,8943,5394,3706,17953,127.024,76.615,52.639,45.098,12.742,4.986,19.2,0.0533,0.5906,127
2,2_39,2,protein,4100,4881,7848,7194,5363,20269,98.734,90.506,67.471,24.022,19.326,9.273,44.52,0.1237,0.3163,98
2,2_39,2,glucose,5675,4618,8324,7851,6928,22824,92.999,87.715,77.403,20.684,17.87,13.072,40,0.1111,0.163,92
2,2_39,2,ketone,3718,3016,8728,6263,5513,20221,110.066,78.981,69.523,31.519,13.748,9.994,13.17,0.0366,0.3727,110
3,3_39,3,pH,4754,4597,8481,7598,6341,22152,97.628,87.463,72.994,23.355,17.742,11.289,36,0.1,0.2577,97
3,3_39,3,protein,3739,4397,6150,5845,3868,15830,99.068,94.155,62.308,24.226,21.333,7.6,51.89,0.1441,0.3737,99
3,3_39,3,glucose,5080,4062,6706,6427,5335,18155,94.191,90.272,74.934,21.353,19.201,12.054,48,0.1333,0.2128,94
3,3_39,3,ketone,3057,2070,7762,5011,4534,16870,117.327,75.744,68.534,36.977,12.383,9.643,8.57,0.0238,0.4188,117
4,4_39,2,blood,3694,4169,5683,5445,3525,15031,96.412,92.374,59.801,22.634,20.338,6.858,53.51,0.1486,0.3854,96
4,4_39,4,pH,5561,3494,5527,5531,4701,15755,89.456,89.521,76.087,18.77,18.804,12.523,60,0.1667,0.1461,89
4,4_39,4,protein,5600,4565,7890,7570,6587,21848,92.089,88.354,76.88,20.181,18.197,12.852,45,0.125,0.1739,92
4,4_39,4,glucose,4022,2594,5232,4333,3479,13055,102.195,84.635,67.954,26.183,16.343,9.44,29.14,0.081,0.3431,102
4,4_39,4,ketone,5453,3182,8158,6564,6189,20557,101.196,81.423,76.772,25.548,14.836,12.807,12,0.0333,0.2475,101
5,5_39,3,blood,5199,4341,6197,6426,5177,17504,90.279,93.615,75.419,19.204,21.028,12.25,70,0.1944,0.1935,93
5,5_39,5,pH,5981,4269,7637,7313,6549,21177,91.96,88.059,78.859,20.111,18.045,13.695,46.15,0.1282,0.1429,91
5,5_39,5,protein,5653,3988,5318,5846,4799,15641,86.701,95.309,78.24,17.358,21.993,13.428,91.76,0.2549,0.1789,95
5,5_39,5,glucose,5204,4002,7944,7035,6178,20754,97.606,86.438,75.908,23.342,17.226,12.45,30,0.0833,0.2268,97
5,5_39,5,ketone,6185,1153,4103,3000,3073,9654,108.376,79.242,81.17,30.323,13.862,14.721,355.86,0.9885,0.2685,108
6,6_39,4,blood,5974,3778,6526,6355,5647,18425,90.319,87.953,78.154,19.226,17.991,13.391,45,0.125,0.1333,90
6,6_39,6,protein,6668,3614,5480,5848,5242,16434,85.031,90.741,81.338,16.534,19.451,14.797,93.33,0.2593,0.1,90
6,6_39,6,glucose,5598,4009,8081,7219,6505,21510,95.8,85.581,77.116,22.277,16.803,12.951,26.67,0.0741,0.1895,95
